shunt_voltage,bus_voltage_V,current_mA,power_mW,State,Attack
1078,5.165,961,4940,idle,cryptojacking
975,5.161,964,4680,charging,cryptojacking
973,5.161,954,5220,charging,cryptojacking
898,5.169,1001,4760,charging,cryptojacking
946,5.165,994,5140,idle,cryptojacking
918,5.169,972,5020,charging,cryptojacking
992,5.161,1023,5280,idle,cryptojacking
954,5.169,924,4820,charging,cryptojacking
967,5.165,1001,4940,charging,cryptojacking
834,5.173,949,4520,idle,cryptojacking
996,5.161,949,5140,charging,cryptojacking
1027,5.169,953,4920,charging,cryptojacking
971,5.165,885,4560,charging,cryptojacking
964,5.165,927,4780,charging,cryptojacking
958,5.161,963,5140,idle,cryptojacking
1017,5.165,939,4980,charging,cryptojacking
948,5.165,1012,5340,charging,cryptojacking
1018,5.165,926,4920,charging,cryptojacking
1045,5.161,875,4780,charging,cryptojacking
909,5.165,962,4820,charging,cryptojacking
984,5.165,1014,5240,idle,cryptojacking
924,5.165,881,4820,charging,cryptojacking
982,5.161,972,5120,idle,cryptojacking
951,5.157,972,5020,charging,cryptojacking
965,5.161,987,5600,charging,cryptojacking
892,5.169,933,4760,idle,cryptojacking
918,5.161,955,5120,charging,cryptojacking
955,5.161,1036,5080,charging,cryptojacking
852,5.169,921,4580,idle,cryptojacking
966,5.165,938,4400,charging,cryptojacking
911,5.161,938,4840,charging,cryptojacking
1105,5.165,978,5040,idle,cryptojacking
981,5.161,902,4620,idle,cryptojacking
927,5.169,883,4560,idle,cryptojacking
970,5.165,876,4920,charging,cryptojacking
895,5.161,991,5020,charging,cryptojacking
877,5.161,976,5040,charging,cryptojacking
1034,5.161,1001,5500,charging,cryptojacking
949,5.165,953,4520,idle,cryptojacking
1064,5.161,958,4660,charging,cryptojacking
943,5.165,939,4840,idle,cryptojacking
1030,5.161,955,5280,idle,cryptojacking
975,5.165,941,4980,charging,cryptojacking
1010,5.161,985,5180,idle,cryptojacking
863,5.165,978,5400,charging,cryptojacking
915,5.161,955,4980,charging,cryptojacking
898,5.169,939,4780,idle,cryptojacking
911,5.169,820,5040,idle,cryptojacking
879,5.169,1003,5120,idle,cryptojacking
970,5.165,961,5080,charging,cryptojacking
915,5.165,941,4780,charging,cryptojacking
996,5.165,906,4680,charging,cryptojacking
988,5.165,895,4720,charging,cryptojacking
940,5.165,890,4360,charging,cryptojacking
913,5.169,899,4720,idle,cryptojacking
977,5.165,912,5380,charging,cryptojacking
916,5.169,877,4980,charging,cryptojacking
974,5.165,1022,5480,idle,cryptojacking
939,5.161,935,4820,charging,cryptojacking
979,5.165,903,4920,charging,cryptojacking
935,5.173,1058,4520,charging,cryptojacking
878,5.165,952,4720,charging,cryptojacking
925,5.169,973,4880,charging,cryptojacking
933,5.165,994,5300,charging,cryptojacking
1041,5.169,910,4720,idle,cryptojacking
880,5.165,953,4820,charging,cryptojacking
852,5.169,988,4400,charging,cryptojacking
1000,5.161,990,5140,idle,cryptojacking
911,5.169,912,4720,idle,cryptojacking
965,5.161,987,5080,charging,cryptojacking
961,5.165,963,4980,charging,cryptojacking
923,5.169,956,5020,idle,cryptojacking
857,5.165,928,4840,charging,cryptojacking
924,5.165,981,5120,idle,cryptojacking
966,5.165,932,4940,charging,cryptojacking
898,5.169,927,4300,idle,cryptojacking
984,5.161,933,4820,charging,cryptojacking
868,5.161,920,4480,charging,cryptojacking
1022,5.165,994,4680,charging,cryptojacking
1010,5.161,965,4820,charging,cryptojacking
948,5.165,961,5380,charging,cryptojacking
961,5.165,884,4760,charging,cryptojacking
918,5.165,900,5220,charging,cryptojacking
954,5.165,937,4840,charging,cryptojacking
878,5.169,854,4840,idle,cryptojacking
906,5.161,918,5280,charging,cryptojacking
909,5.165,926,4820,charging,cryptojacking
964,5.165,926,4620,charging,cryptojacking
833,5.177,821,3800,idle,cryptojacking
934,5.165,917,4940,charging,cryptojacking
946,5.169,856,4620,idle,cryptojacking
930,5.165,902,5240,charging,cryptojacking
950,5.165,936,4920,charging,cryptojacking
963,5.165,913,4840,idle,cryptojacking
952,5.165,898,5040,charging,cryptojacking
902,5.169,865,4720,idle,cryptojacking
956,5.165,1005,4580,charging,cryptojacking
991,5.161,985,4780,charging,cryptojacking
902,5.161,988,5640,idle,cryptojacking
916,5.165,931,4940,charging,cryptojacking
893,5.165,911,4720,charging,cryptojacking
1004,5.161,1019,5280,idle,cryptojacking
935,5.165,932,4660,idle,cryptojacking
909,5.165,943,4880,charging,cryptojacking
866,5.169,906,4780,idle,cryptojacking
959,5.169,941,4760,charging,cryptojacking
861,5.165,942,4520,charging,cryptojacking
945,5.161,931,4620,charging,cryptojacking
868,5.165,919,4940,charging,cryptojacking
870,5.173,851,4840,idle,cryptojacking
967,5.161,919,5040,charging,cryptojacking
995,5.165,1080,4920,charging,cryptojacking
949,5.165,889,4580,idle,cryptojacking
949,5.169,1037,5020,idle,cryptojacking
998,5.157,986,5040,charging,cryptojacking
981,5.153,920,5020,idle,cryptojacking
907,5.173,866,4300,idle,cryptojacking
1011,5.161,1015,4880,charging,cryptojacking
937,5.169,917,4820,charging,cryptojacking
914,5.169,969,4660,idle,cryptojacking
1014,5.161,1057,5280,idle,cryptojacking
936,5.173,868,4360,idle,cryptojacking
948,5.161,996,5240,charging,cryptojacking
924,5.169,913,5220,charging,cryptojacking
847,5.165,914,4620,idle,cryptojacking
997,5.157,900,4660,charging,cryptojacking
925,5.165,976,5300,charging,cryptojacking
966,5.169,1019,5180,charging,cryptojacking
900,5.169,972,4680,idle,cryptojacking
899,5.165,927,4980,charging,cryptojacking
970,5.161,866,4840,idle,cryptojacking
898,5.165,936,4840,charging,cryptojacking
870,5.173,825,4420,idle,cryptojacking
910,5.169,1034,4660,charging,cryptojacking
907,5.169,906,4520,charging,cryptojacking
948,5.165,965,4980,charging,cryptojacking
940,5.165,923,4720,charging,cryptojacking
938,5.169,888,4480,idle,cryptojacking
934,5.165,905,4780,charging,cryptojacking
904,5.165,917,4760,charging,cryptojacking
879,5.173,876,4620,idle,cryptojacking
940,5.169,876,4980,charging,cryptojacking
981,5.165,929,4660,idle,cryptojacking
918,5.165,883,4560,idle,cryptojacking
900,5.161,975,5140,charging,cryptojacking
954,5.169,944,4460,charging,cryptojacking
985,5.165,935,5020,charging,cryptojacking
885,5.161,1026,4940,idle,cryptojacking
976,5.161,980,4880,idle,cryptojacking
923,5.165,904,4660,charging,cryptojacking
985,5.165,903,5120,charging,cryptojacking
1032,5.161,968,4980,charging,cryptojacking
990,5.157,939,5080,charging,cryptojacking
935,5.165,1015,5280,charging,cryptojacking
938,5.165,902,4980,charging,cryptojacking
874,5.169,958,4420,charging,cryptojacking
949,5.165,1041,4820,charging,cryptojacking
981,5.165,988,4760,charging,cryptojacking
987,5.169,997,4460,charging,cryptojacking
910,5.165,992,4760,charging,cryptojacking
972,5.161,1027,5040,charging,cryptojacking
946,5.165,943,4680,charging,cryptojacking
1000,5.165,932,4940,idle,cryptojacking
885,5.165,941,4920,idle,cryptojacking
1065,5.161,897,5220,idle,cryptojacking
1011,5.161,903,4780,charging,cryptojacking
1067,5.161,1013,5240,charging,cryptojacking
1001,5.161,1022,5280,charging,cryptojacking
988,5.161,965,4760,idle,cryptojacking
1001,5.165,950,4980,charging,cryptojacking
921,5.165,939,4840,charging,cryptojacking
911,5.161,989,5120,idle,cryptojacking
943,5.173,906,4300,idle,cryptojacking
904,5.169,873,4680,idle,cryptojacking
972,5.165,964,4820,charging,cryptojacking
933,5.165,999,5300,charging,cryptojacking
901,5.165,955,4620,charging,cryptojacking
947,5.169,944,4840,idle,cryptojacking
852,5.161,950,5300,charging,cryptojacking
849,5.173,776,4260,idle,cryptojacking
861,5.165,895,4720,charging,cryptojacking
959,5.169,913,5240,charging,cryptojacking
860,5.169,861,4460,charging,cryptojacking
940,5.165,930,4920,charging,cryptojacking
940,5.165,903,4580,charging,cryptojacking
817,5.177,827,4360,idle,cryptojacking
968,5.165,930,4820,charging,cryptojacking
935,5.165,939,4560,idle,cryptojacking
985,5.165,934,4920,idle,cryptojacking
871,5.165,918,5240,idle,cryptojacking
982,5.165,1077,5220,charging,cryptojacking
912,5.165,1009,4820,charging,cryptojacking
954,5.169,937,5580,charging,cryptojacking
891,5.165,947,5020,charging,cryptojacking
936,5.165,896,4780,idle,cryptojacking
993,5.161,962,4620,charging,cryptojacking
956,5.165,1033,4980,charging,cryptojacking
926,5.165,901,5020,charging,cryptojacking
961,5.165,884,4760,charging,cryptojacking
946,5.161,1046,5340,charging,cryptojacking
961,5.165,970,4780,charging,cryptojacking
1017,5.157,931,4940,charging,cryptojacking
1005,5.161,1021,5020,charging,cryptojacking
961,5.169,942,4560,charging,cryptojacking
1000,5.165,899,4580,charging,cryptojacking
915,5.165,858,4760,charging,cryptojacking
901,5.165,941,4680,charging,cryptojacking
983,5.165,975,5040,charging,cryptojacking
923,5.161,980,5020,charging,cryptojacking
969,5.165,980,5040,charging,cryptojacking
931,5.169,938,4920,idle,cryptojacking
1041,5.161,1008,5040,charging,cryptojacking
910,5.169,901,4680,charging,cryptojacking
1009,5.165,993,5120,charging,cryptojacking
907,5.169,949,4980,charging,cryptojacking
906,5.169,912,4880,idle,cryptojacking
1039,5.153,1102,5120,idle,cryptojacking
892,5.165,876,4720,charging,cryptojacking
972,5.165,968,5140,charging,cryptojacking
1014,5.165,952,5120,charging,cryptojacking
937,5.165,958,4880,charging,cryptojacking
970,5.165,948,4780,charging,cryptojacking
1088,5.157,1018,5340,idle,cryptojacking
919,5.169,900,5180,charging,cryptojacking
955,5.165,961,4660,charging,cryptojacking
930,5.165,927,4840,charging,cryptojacking
970,5.161,954,5080,charging,cryptojacking
1008,5.161,950,4840,charging,cryptojacking
821,5.169,912,4680,idle,cryptojacking
889,5.165,873,4720,idle,cryptojacking
896,5.161,954,4920,charging,cryptojacking
957,5.169,1033,4980,charging,cryptojacking
1048,5.165,1018,5400,charging,cryptojacking
1040,5.165,946,5120,charging,cryptojacking
902,5.161,945,4940,charging,cryptojacking
1015,5.165,922,4880,idle,cryptojacking
925,5.161,994,5140,charging,cryptojacking
930,5.161,1025,5240,charging,cryptojacking
979,5.161,972,5240,charging,cryptojacking
928,5.169,903,4680,charging,cryptojacking
847,5.173,979,4320,idle,cryptojacking
878,5.169,963,4660,charging,cryptojacking
1038,5.165,956,4480,charging,cryptojacking
1010,5.165,986,4780,charging,cryptojacking
895,5.169,920,4520,charging,cryptojacking
893,5.165,953,4760,charging,cryptojacking
996,5.165,991,5080,charging,cryptojacking
984,5.165,923,4760,charging,cryptojacking
902,5.165,929,4940,charging,cryptojacking
952,5.161,1038,4620,charging,cryptojacking
870,5.173,872,4680,idle,cryptojacking
972,5.161,975,5180,charging,cryptojacking
957,5.165,939,4920,charging,cryptojacking
914,5.161,963,4980,charging,cryptojacking
940,5.169,997,5140,charging,cryptojacking
885,5.173,950,4660,idle,cryptojacking
973,5.161,1018,4940,charging,cryptojacking
969,5.161,961,5040,idle,cryptojacking
955,5.165,956,5080,charging,cryptojacking
868,5.169,896,4780,charging,cryptojacking
976,5.161,975,4980,charging,cryptojacking
857,5.169,865,4480,idle,cryptojacking
900,5.165,944,5240,charging,cryptojacking
922,5.161,963,4980,charging,cryptojacking
942,5.165,929,5040,charging,cryptojacking
934,5.161,985,5020,charging,cryptojacking
876,5.165,897,4760,charging,cryptojacking
913,5.165,1004,4840,charging,cryptojacking
919,5.169,994,5120,charging,cryptojacking
934,5.161,914,4920,charging,cryptojacking
971,5.165,914,5080,charging,cryptojacking
962,5.157,1003,4940,charging,cryptojacking
950,5.169,941,4780,charging,cryptojacking
874,5.169,889,4580,idle,cryptojacking
1009,5.161,993,5120,charging,cryptojacking
931,5.169,941,4480,charging,cryptojacking
966,5.165,919,5080,charging,cryptojacking
929,5.169,888,4820,idle,cryptojacking
1080,5.161,957,5280,charging,cryptojacking
865,5.165,900,5020,charging,cryptojacking
940,5.169,944,4840,idle,cryptojacking
918,5.169,945,5540,charging,cryptojacking
983,5.165,961,5240,idle,cryptojacking
1031,5.165,987,5140,charging,cryptojacking
969,5.165,930,5140,charging,cryptojacking
954,5.165,913,5080,charging,cryptojacking
856,5.173,795,4100,idle,cryptojacking
943,5.161,983,5180,charging,cryptojacking
863,5.165,896,4720,charging,cryptojacking
947,5.169,899,4680,charging,cryptojacking
1012,5.161,1041,5140,charging,cryptojacking
950,5.165,1000,4940,charging,cryptojacking
948,5.165,948,4720,charging,cryptojacking
963,5.157,982,4840,charging,cryptojacking
999,5.165,969,5020,charging,cryptojacking
966,5.165,961,4920,charging,cryptojacking
867,5.173,787,4060,idle,cryptojacking
958,5.165,950,4940,charging,cryptojacking
872,5.173,890,4580,charging,cryptojacking
947,5.169,936,4680,charging,cryptojacking
989,5.157,1022,5280,idle,cryptojacking
948,5.169,895,4720,idle,cryptojacking
845,5.169,946,4880,idle,cryptojacking
880,5.169,896,5140,charging,cryptojacking
922,5.165,938,4680,charging,cryptojacking
914,5.165,978,5040,charging,cryptojacking
1081,5.165,1010,4620,charging,cryptojacking
900,5.165,944,4820,charging,cryptojacking
1009,5.161,912,5120,charging,cryptojacking
900,5.165,997,5080,charging,cryptojacking
961,5.165,848,4720,idle,cryptojacking
1002,5.161,950,5180,charging,cryptojacking
906,5.165,875,4920,charging,cryptojacking
984,5.161,945,4720,charging,cryptojacking
953,5.161,922,4560,charging,cryptojacking
899,5.169,979,4520,idle,cryptojacking
938,5.165,972,5140,charging,cryptojacking
881,5.165,928,5040,charging,cryptojacking
924,5.161,995,5140,charging,cryptojacking
919,5.165,865,4560,charging,cryptojacking
836,5.173,839,3960,idle,cryptojacking
928,5.169,944,4480,idle,cryptojacking
873,5.169,914,4560,idle,cryptojacking
994,5.161,994,5040,charging,cryptojacking
990,5.161,982,5180,charging,cryptojacking
964,5.161,907,4680,charging,cryptojacking
1104,5.165,1019,5740,idle,cryptojacking
916,5.165,878,4940,idle,cryptojacking
878,5.173,947,4420,idle,cryptojacking
1024,5.157,1073,5500,charging,cryptojacking
972,5.165,961,4920,charging,cryptojacking
931,5.161,946,4940,charging,cryptojacking
972,5.161,1037,4920,charging,cryptojacking
938,5.165,1003,5180,charging,cryptojacking
988,5.169,890,4780,idle,cryptojacking
903,5.165,854,4480,charging,cryptojacking
949,5.161,910,4940,charging,cryptojacking
861,5.165,984,4940,charging,cryptojacking
939,5.161,960,4980,charging,cryptojacking
905,5.161,983,5380,charging,cryptojacking
967,5.165,853,4400,charging,cryptojacking
894,5.165,897,4780,charging,cryptojacking
946,5.165,911,4920,charging,cryptojacking
879,5.165,938,4880,idle,cryptojacking
901,5.169,852,4720,idle,cryptojacking
985,5.161,991,5220,charging,cryptojacking
940,5.161,957,4920,charging,cryptojacking
916,5.165,970,5020,charging,cryptojacking
965,5.161,983,4720,charging,cryptojacking
1057,5.161,1000,5220,charging,cryptojacking
858,5.169,864,4720,idle,cryptojacking
900,5.165,905,4760,idle,cryptojacking
967,5.169,948,4760,idle,cryptojacking
971,5.165,943,5040,charging,cryptojacking
891,5.165,916,4760,charging,cryptojacking
1038,5.165,1050,5400,idle,cryptojacking
910,5.169,934,4820,charging,cryptojacking
999,5.165,1098,5040,charging,cryptojacking
990,5.165,1008,5220,idle,cryptojacking
1001,5.165,976,4880,charging,cryptojacking
969,5.165,965,4480,charging,cryptojacking
992,5.165,869,4760,charging,cryptojacking
872,5.165,889,4840,charging,cryptojacking
972,5.161,954,5040,charging,cryptojacking
861,5.161,916,4780,charging,cryptojacking
1110,5.161,1076,4980,charging,cryptojacking
872,5.173,907,4720,idle,cryptojacking
902,5.169,917,4720,idle,cryptojacking
933,5.169,927,4720,idle,cryptojacking
909,5.169,906,5140,idle,cryptojacking
937,5.165,965,4980,charging,cryptojacking
963,5.165,1010,5220,charging,cryptojacking
882,5.169,888,4560,charging,cryptojacking
939,5.165,1043,4820,charging,cryptojacking
846,5.169,932,5120,charging,cryptojacking
1010,5.169,932,4780,idle,cryptojacking
943,5.165,1006,5220,charging,cryptojacking
863,5.165,898,5340,charging,cryptojacking
967,5.161,949,4920,charging,cryptojacking
871,5.161,952,4720,charging,cryptojacking
919,5.165,922,5120,charging,cryptojacking
882,5.169,967,4680,idle,cryptojacking
931,5.169,915,4520,charging,cryptojacking
1002,5.161,1050,5440,charging,cryptojacking
952,5.165,938,4840,charging,cryptojacking
933,5.165,927,4780,charging,cryptojacking
965,5.161,981,5600,idle,cryptojacking
877,5.169,891,4720,idle,cryptojacking
965,5.161,945,4840,charging,cryptojacking
943,5.165,1007,4940,charging,cryptojacking
990,5.165,887,4720,idle,cryptojacking
941,5.165,1040,4880,charging,cryptojacking
813,5.177,837,4320,idle,cryptojacking
979,5.165,941,5280,charging,cryptojacking
895,5.165,955,4520,charging,cryptojacking
871,5.169,831,4460,idle,cryptojacking
837,5.173,888,4660,idle,cryptojacking
924,5.169,947,4680,charging,cryptojacking
852,5.169,907,4880,idle,cryptojacking
936,5.165,901,4820,charging,cryptojacking
946,5.165,978,4940,idle,cryptojacking
916,5.161,951,4620,charging,cryptojacking
923,5.165,860,4460,charging,cryptojacking
904,5.169,945,4720,idle,cryptojacking
911,5.165,926,4580,charging,cryptojacking
945,5.165,866,5020,charging,cryptojacking
1098,5.161,990,5120,charging,cryptojacking
987,5.157,933,4720,charging,cryptojacking
982,5.165,896,5020,charging,cryptojacking
991,5.161,1013,5080,charging,cryptojacking
943,5.165,873,5220,charging,cryptojacking
908,5.169,936,4780,charging,cryptojacking
951,5.161,1052,5040,charging,cryptojacking
987,5.165,1000,5080,charging,cryptojacking
984,5.165,895,4420,charging,cryptojacking
883,5.165,930,4940,charging,cryptojacking
1018,5.161,1000,4720,charging,cryptojacking
885,5.169,894,4660,charging,cryptojacking
919,5.161,883,4660,charging,cryptojacking
983,5.165,968,5020,charging,cryptojacking
972,5.165,938,4820,charging,cryptojacking
933,5.165,893,4620,charging,cryptojacking
826,5.169,820,4260,idle,cryptojacking
992,5.161,996,4760,charging,cryptojacking
968,5.165,1015,4880,charging,cryptojacking
1076,5.161,986,5040,charging,cryptojacking
1045,5.165,964,5220,charging,cryptojacking
952,5.165,909,4720,charging,cryptojacking
954,5.153,979,5040,charging,cryptojacking
921,5.169,957,4940,charging,cryptojacking
950,5.169,915,5020,charging,cryptojacking
956,5.165,1014,4980,charging,cryptojacking
893,5.161,917,4720,charging,cryptojacking
932,5.165,989,4980,charging,cryptojacking
932,5.169,935,5040,idle,cryptojacking
975,5.169,1002,4820,idle,cryptojacking
944,5.165,912,4720,charging,cryptojacking
996,5.165,1045,4580,charging,cryptojacking
920,5.165,1021,5300,idle,cryptojacking
912,5.169,956,4680,idle,cryptojacking
1001,5.165,936,4840,charging,cryptojacking
906,5.165,951,4920,charging,cryptojacking
1020,5.153,1029,5440,charging,cryptojacking
985,5.161,970,4920,charging,cryptojacking
977,5.165,1000,4720,charging,cryptojacking
894,5.165,869,4720,charging,cryptojacking
965,5.165,989,4920,charging,cryptojacking
902,5.161,920,4620,charging,cryptojacking
980,5.165,952,5500,charging,cryptojacking
891,5.165,935,4760,charging,cryptojacking
928,5.169,1002,5180,idle,cryptojacking
946,5.165,939,4620,charging,cryptojacking
941,5.165,1001,4920,charging,cryptojacking
988,5.165,928,5120,charging,cryptojacking
941,5.165,894,4920,charging,cryptojacking
910,5.169,845,4580,idle,cryptojacking
915,5.161,1046,5400,idle,cryptojacking
1025,5.165,871,4760,charging,cryptojacking
1016,5.161,994,4880,charging,cryptojacking
917,5.165,953,4460,charging,cryptojacking
1019,5.165,879,4520,charging,cryptojacking
1000,5.161,886,4840,charging,cryptojacking
1057,5.169,940,4920,charging,cryptojacking
907,5.169,899,4880,charging,cryptojacking
957,5.165,912,5020,charging,cryptojacking
1017,5.161,986,5120,idle,cryptojacking
998,5.165,943,5020,charging,cryptojacking
896,5.165,877,4660,charging,cryptojacking
988,5.165,934,4760,charging,cryptojacking
900,5.169,983,5240,charging,cryptojacking
865,5.169,898,5120,charging,cryptojacking
970,5.161,932,5020,charging,cryptojacking
859,5.169,890,4580,idle,cryptojacking
945,5.169,922,4760,idle,cryptojacking
1041,5.165,960,4940,charging,cryptojacking
927,5.165,1034,4760,charging,cryptojacking
902,5.161,983,4880,charging,cryptojacking
933,5.169,844,4780,idle,cryptojacking
973,5.165,1037,4880,charging,cryptojacking
981,5.165,953,5040,idle,cryptojacking
970,5.161,872,4780,charging,cryptojacking
1044,5.161,1021,5280,charging,cryptojacking
1035,5.165,860,4660,charging,cryptojacking
926,5.165,944,4680,charging,cryptojacking
936,5.165,943,5240,idle,cryptojacking
894,5.165,961,5080,charging,cryptojacking
960,5.165,948,4820,charging,cryptojacking
1016,5.161,1025,5180,idle,cryptojacking
920,5.161,938,5080,charging,cryptojacking
978,5.169,880,4840,charging,cryptojacking
956,5.165,968,4980,charging,cryptojacking
924,5.165,950,4760,charging,cryptojacking
965,5.169,936,5300,charging,cryptojacking
872,5.161,935,4940,charging,cryptojacking
980,5.161,998,5220,charging,cryptojacking
938,5.169,932,4680,charging,cryptojacking
908,5.161,970,5020,charging,cryptojacking
931,5.165,990,5640,idle,cryptojacking
860,5.165,931,4420,charging,cryptojacking
910,5.169,962,4880,charging,cryptojacking
945,5.169,943,5040,idle,cryptojacking
1054,5.161,929,5020,idle,cryptojacking
996,5.165,917,5020,charging,cryptojacking
1026,5.165,913,5040,charging,cryptojacking
989,5.161,951,5020,charging,cryptojacking
881,5.173,882,4480,idle,cryptojacking
826,5.177,822,4300,idle,cryptojacking
963,5.169,941,4760,charging,cryptojacking
884,5.169,941,4480,charging,cryptojacking
940,5.165,1039,5080,charging,cryptojacking
875,5.173,880,4580,idle,cryptojacking
992,5.161,971,5180,charging,cryptojacking
874,5.165,966,5080,charging,cryptojacking
950,5.165,914,4880,charging,cryptojacking
778,5.173,863,4460,idle,cryptojacking
999,5.165,1022,5080,charging,cryptojacking
977,5.165,954,4820,idle,cryptojacking
946,5.161,967,4980,charging,cryptojacking
946,5.165,964,5480,charging,cryptojacking
967,5.161,949,5140,charging,cryptojacking
985,5.161,1010,5240,idle,cryptojacking
925,5.161,938,5240,charging,cryptojacking
954,5.169,967,5220,charging,cryptojacking
918,5.165,943,5120,charging,cryptojacking
923,5.165,933,4620,charging,cryptojacking
1005,5.165,936,5020,charging,cryptojacking
991,5.161,971,5220,charging,cryptojacking
889,5.169,963,4980,charging,cryptojacking
915,5.173,857,4880,idle,cryptojacking
944,5.161,971,5020,charging,cryptojacking
907,5.165,939,4780,charging,cryptojacking
1021,5.161,1061,5020,charging,cryptojacking
875,5.169,930,4880,idle,cryptojacking
993,5.157,955,5140,charging,cryptojacking
962,5.165,861,4760,charging,cryptojacking
927,5.165,955,4760,charging,cryptojacking
962,5.165,1016,5080,charging,cryptojacking
1035,5.165,993,5120,charging,cryptojacking
979,5.165,905,4580,charging,cryptojacking
939,5.165,924,4660,idle,cryptojacking
954,5.169,931,4560,charging,cryptojacking
939,5.165,864,4720,charging,cryptojacking
904,5.161,934,4480,charging,cryptojacking
973,5.161,998,5660,charging,cryptojacking
930,5.173,904,4660,idle,cryptojacking
971,5.165,985,5300,charging,cryptojacking
1000,5.165,956,4940,charging,cryptojacking
1015,5.161,940,4660,charging,cryptojacking
944,5.165,948,4680,charging,cryptojacking
994,5.161,1062,5300,charging,cryptojacking
895,5.165,962,4660,charging,cryptojacking
994,5.165,980,4720,charging,cryptojacking
1008,5.165,892,4940,charging,cryptojacking
891,5.169,898,4660,charging,cryptojacking
903,5.169,910,4560,idle,cryptojacking
956,5.169,961,5240,charging,cryptojacking
969,5.165,971,5120,charging,cryptojacking
1021,5.165,951,4920,charging,cryptojacking
843,5.169,988,4660,charging,cryptojacking
856,5.165,933,4820,charging,cryptojacking
902,5.169,869,4780,idle,cryptojacking
895,5.165,929,4680,charging,cryptojacking
902,5.165,938,4660,idle,cryptojacking
972,5.161,1059,5020,charging,cryptojacking
899,5.165,938,4780,charging,cryptojacking
1040,5.165,895,4420,charging,cryptojacking
931,5.169,955,4720,charging,cryptojacking
923,5.165,897,4720,charging,cryptojacking
921,5.165,934,4620,charging,cryptojacking
921,5.169,910,4760,idle,cryptojacking
914,5.165,956,4920,charging,cryptojacking
938,5.165,912,4680,charging,cryptojacking
963,5.165,939,4840,charging,cryptojacking
1031,5.161,963,4980,charging,cryptojacking
853,5.165,965,4580,charging,cryptojacking
906,5.161,961,4940,charging,cryptojacking
927,5.165,916,4520,charging,cryptojacking
1036,5.165,1008,5280,charging,cryptojacking
903,5.165,1055,4620,charging,cryptojacking
938,5.161,984,5120,idle,cryptojacking
952,5.165,1025,5020,idle,cryptojacking
996,5.165,929,4760,charging,cryptojacking
944,5.165,982,4980,idle,cryptojacking
998,5.157,1061,5480,charging,cryptojacking
929,5.165,907,5020,charging,cryptojacking
965,5.165,930,4920,charging,cryptojacking
970,5.169,906,5040,idle,cryptojacking
954,5.157,937,4780,charging,cryptojacking
952,5.165,1017,4400,charging,cryptojacking
889,5.169,899,4400,idle,cryptojacking
949,5.165,907,4780,idle,cryptojacking
945,5.169,935,4820,charging,cryptojacking
849,5.173,930,4320,idle,cryptojacking
925,5.165,934,4820,charging,cryptojacking
971,5.169,911,4260,idle,cryptojacking
957,5.165,950,4620,charging,cryptojacking
1053,5.161,1004,5500,idle,cryptojacking
1023,5.157,1022,5240,idle,cryptojacking
1007,5.161,1008,5180,charging,cryptojacking
906,5.161,981,5140,idle,cryptojacking
937,5.165,974,4980,idle,cryptojacking
934,5.165,955,4780,idle,cryptojacking
946,5.165,966,4840,charging,cryptojacking
982,5.161,939,5040,charging,cryptojacking
923,5.169,907,4920,charging,cryptojacking
950,5.165,938,5120,charging,cryptojacking
900,5.165,834,5220,charging,cryptojacking
950,5.161,948,4880,charging,cryptojacking
879,5.169,892,4920,charging,cryptojacking
923,5.165,919,4820,charging,cryptojacking
991,5.169,959,4760,charging,cryptojacking
973,5.165,1008,5180,charging,cryptojacking
907,5.169,902,4480,charging,cryptojacking
900,5.169,927,4840,idle,cryptojacking
1017,5.161,929,5020,charging,cryptojacking
825,5.169,919,4720,idle,cryptojacking
936,5.165,924,4840,charging,cryptojacking
935,5.161,943,4840,idle,cryptojacking
888,5.169,857,4420,idle,cryptojacking
966,5.165,868,4820,charging,cryptojacking
909,5.165,945,5020,charging,cryptojacking
888,5.173,873,4880,idle,cryptojacking
952,5.161,993,5120,idle,cryptojacking
905,5.169,946,4660,charging,cryptojacking
912,5.165,1003,5080,charging,cryptojacking
882,5.165,952,4840,charging,cryptojacking
840,5.169,920,4940,charging,cryptojacking
927,5.165,891,4560,charging,cryptojacking
956,5.169,933,4560,idle,cryptojacking
912,5.169,903,4720,idle,cryptojacking
989,5.161,915,4880,charging,cryptojacking
951,5.161,1015,5140,charging,cryptojacking
937,5.161,989,4920,charging,cryptojacking
944,5.169,1009,4920,idle,cryptojacking
988,5.169,943,4820,idle,cryptojacking
883,5.165,914,4760,idle,cryptojacking
937,5.165,901,4720,charging,cryptojacking
914,5.165,920,4420,charging,cryptojacking
974,5.161,981,5040,charging,cryptojacking
811,5.173,900,4680,idle,cryptojacking
948,5.165,870,4920,charging,cryptojacking
854,5.173,872,5020,idle,cryptojacking
946,5.165,989,4560,charging,cryptojacking
907,5.165,972,4780,charging,cryptojacking
1042,5.161,986,4840,charging,cryptojacking
857,5.161,905,4840,charging,cryptojacking
930,5.165,1025,5280,charging,cryptojacking
925,5.165,932,4820,charging,cryptojacking
877,5.165,919,4840,charging,cryptojacking
968,5.169,944,4920,idle,cryptojacking
925,5.165,933,5480,charging,cryptojacking
958,5.169,883,4820,charging,cryptojacking
907,5.169,874,4760,charging,cryptojacking
1028,5.161,968,4680,charging,cryptojacking
924,5.169,929,4780,charging,cryptojacking
967,5.165,931,4840,charging,cryptojacking
