shunt_voltage,bus_voltage_V,current_mA,power_mW,State,Attack
930,5.169,897,4480,charging,cryptojacking
904,5.165,951,4880,charging,cryptojacking
949,5.169,915,4760,idle,cryptojacking
1016,5.161,921,5440,charging,cryptojacking
957,5.165,989,5120,charging,cryptojacking
993,5.161,969,5020,charging,cryptojacking
963,5.169,877,4720,idle,cryptojacking
934,5.169,844,4620,idle,cryptojacking
834,5.169,986,4620,idle,cryptojacking
851,5.169,904,4560,idle,cryptojacking
899,5.169,904,4720,idle,cryptojacking
890,5.161,948,5280,charging,cryptojacking
1000,5.161,863,4460,charging,cryptojacking
934,5.165,940,4400,idle,cryptojacking
953,5.169,907,4840,charging,cryptojacking
1081,5.157,1017,5240,idle,cryptojacking
939,5.165,952,4940,charging,cryptojacking
848,5.165,935,4820,charging,cryptojacking
1003,5.165,959,5480,charging,cryptojacking
945,5.169,932,5220,idle,cryptojacking
984,5.169,863,4940,charging,cryptojacking
1012,5.165,1072,5120,idle,cryptojacking
958,5.165,1045,4480,charging,cryptojacking
883,5.165,953,4840,charging,cryptojacking
941,5.165,909,4920,charging,cryptojacking
904,5.165,1029,4840,charging,cryptojacking
936,5.165,889,5020,charging,cryptojacking
1018,5.161,1009,5220,idle,cryptojacking
964,5.161,1106,5040,charging,cryptojacking
968,5.165,967,5020,charging,cryptojacking
969,5.161,986,5080,idle,cryptojacking
822,5.173,796,3860,idle,cryptojacking
961,5.169,922,4760,idle,cryptojacking
970,5.165,965,4460,charging,cryptojacking
971,5.161,1006,5140,charging,cryptojacking
941,5.165,896,4760,charging,cryptojacking
936,5.169,929,4880,idle,cryptojacking
868,5.169,932,5120,charging,cryptojacking
916,5.165,870,4480,charging,cryptojacking
979,5.161,974,4940,idle,cryptojacking
943,5.165,955,4820,charging,cryptojacking
955,5.165,971,5240,charging,cryptojacking
931,5.169,919,4780,charging,cryptojacking
978,5.161,876,4720,charging,cryptojacking
976,5.165,895,4820,idle,cryptojacking
943,5.165,945,4460,charging,cryptojacking
923,5.165,857,4760,charging,cryptojacking
954,5.165,960,5040,charging,cryptojacking
926,5.165,953,4980,charging,cryptojacking
935,5.165,950,5480,charging,cryptojacking
1003,5.165,944,4560,charging,cryptojacking
955,5.165,971,4820,charging,cryptojacking
1015,5.161,1068,5280,idle,cryptojacking
951,5.161,988,5140,charging,cryptojacking
939,5.161,952,4420,charging,cryptojacking
880,5.165,909,4760,charging,cryptojacking
983,5.161,948,5080,charging,cryptojacking
974,5.161,917,4880,charging,cryptojacking
988,5.169,926,4780,charging,cryptojacking
926,5.169,995,4400,idle,cryptojacking
881,5.173,874,4520,idle,cryptojacking
913,5.165,966,4760,charging,cryptojacking
950,5.161,1006,5220,charging,cryptojacking
996,5.161,980,5040,charging,cryptojacking
983,5.165,951,4620,charging,cryptojacking
836,5.177,851,4720,idle,cryptojacking
966,5.165,935,4520,charging,cryptojacking
986,5.161,988,5080,charging,cryptojacking
940,5.161,892,4560,charging,cryptojacking
963,5.161,896,5500,charging,cryptojacking
920,5.169,968,4880,charging,cryptojacking
863,5.169,894,4840,idle,cryptojacking
973,5.165,959,5500,charging,cryptojacking
935,5.169,922,4780,charging,cryptojacking
919,5.165,898,4820,charging,cryptojacking
984,5.165,976,5400,idle,cryptojacking
976,5.165,947,4940,idle,cryptojacking
976,5.161,913,4680,charging,cryptojacking
926,5.165,974,4680,charging,cryptojacking
882,5.165,932,4820,charging,cryptojacking
884,5.165,914,4620,charging,cryptojacking
969,5.161,955,4620,charging,cryptojacking
1007,5.157,979,5300,charging,cryptojacking
896,5.165,950,4720,charging,cryptojacking
974,5.157,968,5020,charging,cryptojacking
1003,5.165,856,5180,charging,cryptojacking
953,5.165,924,4780,charging,cryptojacking
964,5.165,1023,4300,idle,cryptojacking
928,5.161,934,5120,charging,cryptojacking
950,5.169,830,4460,charging,cryptojacking
961,5.165,957,5300,charging,cryptojacking
921,5.165,944,4920,charging,cryptojacking
932,5.169,886,4940,charging,cryptojacking
1062,5.161,961,5300,charging,cryptojacking
954,5.165,882,4980,charging,cryptojacking
950,5.165,987,4840,charging,cryptojacking
985,5.169,929,4780,charging,cryptojacking
1074,5.157,1005,5080,charging,cryptojacking
971,5.165,898,4680,charging,cryptojacking
866,5.169,919,4820,charging,cryptojacking
938,5.161,907,4680,charging,cryptojacking
993,5.165,896,4760,charging,cryptojacking
1017,5.165,954,4560,charging,cryptojacking
933,5.165,882,5180,charging,cryptojacking
855,5.169,921,4580,charging,cryptojacking
940,5.165,996,4980,charging,cryptojacking
931,5.169,952,4880,idle,cryptojacking
987,5.165,1079,4980,idle,cryptojacking
962,5.165,987,5240,idle,cryptojacking
950,5.161,968,5020,charging,cryptojacking
884,5.169,943,4780,idle,cryptojacking
919,5.165,854,4680,charging,cryptojacking
886,5.165,870,4720,charging,cryptojacking
937,5.169,907,4680,idle,cryptojacking
943,5.169,1024,4880,charging,cryptojacking
889,5.169,928,4780,idle,cryptojacking
971,5.161,877,4880,charging,cryptojacking
957,5.161,987,5080,charging,cryptojacking
1026,5.161,999,5140,charging,cryptojacking
948,5.165,947,4880,idle,cryptojacking
966,5.165,955,4940,charging,cryptojacking
964,5.165,938,4820,charging,cryptojacking
911,5.165,939,4520,charging,cryptojacking
931,5.169,863,4460,charging,cryptojacking
935,5.165,909,4720,charging,cryptojacking
888,5.165,1054,5020,charging,cryptojacking
968,5.165,941,4920,charging,cryptojacking
984,5.161,938,4980,charging,cryptojacking
954,5.165,983,5220,charging,cryptojacking
1003,5.161,1008,5180,charging,cryptojacking
1059,5.161,944,5220,idle,cryptojacking
1092,5.161,1022,5220,idle,cryptojacking
954,5.161,1000,5140,charging,cryptojacking
949,5.165,946,4820,charging,cryptojacking
955,5.165,912,5220,charging,cryptojacking
1037,5.165,1028,4480,charging,cryptojacking
983,5.165,939,4660,charging,cryptojacking
1044,5.161,991,5500,charging,cryptojacking
920,5.165,939,4840,charging,cryptojacking
1055,5.165,956,4940,idle,cryptojacking
921,5.169,928,4980,idle,cryptojacking
989,5.161,993,4820,charging,cryptojacking
972,5.165,914,4760,charging,cryptojacking
946,5.161,960,4840,charging,cryptojacking
961,5.165,937,4840,charging,cryptojacking
967,5.161,913,4720,charging,cryptojacking
945,5.165,948,4760,charging,cryptojacking
916,5.165,939,4980,idle,cryptojacking
1005,5.161,1042,5240,charging,cryptojacking
860,5.169,970,4420,charging,cryptojacking
1018,5.165,1022,5480,idle,cryptojacking
877,5.173,908,4460,idle,cryptojacking
988,5.161,968,5040,idle,cryptojacking
918,5.161,1011,5240,charging,cryptojacking
932,5.165,960,4980,charging,cryptojacking
943,5.165,914,5180,idle,cryptojacking
966,5.161,890,4620,charging,cryptojacking
907,5.165,968,4840,charging,cryptojacking
929,5.165,894,5020,charging,cryptojacking
953,5.165,942,4880,idle,cryptojacking
950,5.165,924,4920,charging,cryptojacking
1006,5.165,963,5140,charging,cryptojacking
897,5.169,920,4760,charging,cryptojacking
948,5.169,912,4720,idle,cryptojacking
902,5.169,875,4520,idle,cryptojacking
903,5.173,988,4680,idle,cryptojacking
888,5.165,949,4880,charging,cryptojacking
1004,5.161,995,4760,charging,cryptojacking
835,5.173,885,4560,idle,cryptojacking
950,5.161,934,4680,charging,cryptojacking
899,5.173,829,4100,idle,cryptojacking
870,5.173,952,4660,idle,cryptojacking
902,5.161,1074,5540,charging,cryptojacking
856,5.165,911,4720,charging,cryptojacking
905,5.169,906,4660,charging,cryptojacking
872,5.165,957,5040,charging,cryptojacking
932,5.165,964,4840,charging,cryptojacking
919,5.165,939,4660,charging,cryptojacking
1020,5.161,1063,5600,idle,cryptojacking
923,5.165,941,4980,charging,cryptojacking
963,5.161,1002,5040,charging,cryptojacking
905,5.169,864,4560,idle,cryptojacking
877,5.169,879,4940,charging,cryptojacking
926,5.165,964,4620,charging,cryptojacking
986,5.161,1018,5080,charging,cryptojacking
912,5.169,868,4620,charging,cryptojacking
889,5.169,944,5140,charging,cryptojacking
960,5.165,993,4820,charging,cryptojacking
938,5.169,917,4300,idle,cryptojacking
1041,5.157,973,5140,idle,cryptojacking
943,5.165,848,4840,idle,cryptojacking
972,5.165,959,4820,charging,cryptojacking
1034,5.161,991,5120,charging,cryptojacking
955,5.165,978,5300,charging,cryptojacking
999,5.165,928,5080,charging,cryptojacking
934,5.165,948,5020,charging,cryptojacking
944,5.165,916,4680,charging,cryptojacking
923,5.165,943,4840,charging,cryptojacking
889,5.165,893,4720,charging,cryptojacking
952,5.165,952,4320,charging,cryptojacking
943,5.169,953,4920,charging,cryptojacking
960,5.169,885,4760,charging,cryptojacking
916,5.161,975,4560,charging,cryptojacking
848,5.169,900,4460,idle,cryptojacking
841,5.161,915,5340,charging,cryptojacking
925,5.161,1009,5020,charging,cryptojacking
940,5.161,903,4820,charging,cryptojacking
978,5.161,971,5020,idle,cryptojacking
870,5.165,926,4920,charging,cryptojacking
951,5.165,971,5180,idle,cryptojacking
1014,5.165,900,4720,charging,cryptojacking
979,5.165,983,5080,idle,cryptojacking
990,5.161,1022,5240,idle,cryptojacking
956,5.169,1059,5480,charging,cryptojacking
1107,5.165,870,4780,charging,cryptojacking
972,5.157,957,4820,charging,cryptojacking
945,5.169,906,4460,charging,cryptojacking
870,5.165,937,5220,idle,cryptojacking
1073,5.161,1085,4820,idle,cryptojacking
981,5.157,981,4780,charging,cryptojacking
885,5.169,870,4660,charging,cryptojacking
860,5.165,914,4720,charging,cryptojacking
892,5.165,1011,4840,idle,cryptojacking
968,5.169,911,4720,idle,cryptojacking
896,5.169,903,4660,idle,cryptojacking
918,5.169,988,5220,idle,cryptojacking
903,5.161,979,5120,charging,cryptojacking
983,5.161,959,5440,charging,cryptojacking
923,5.165,940,4420,charging,cryptojacking
1064,5.165,998,5080,charging,cryptojacking
1076,5.165,949,4880,charging,cryptojacking
1001,5.161,979,5300,charging,cryptojacking
1083,5.161,934,5120,charging,cryptojacking
948,5.169,993,4480,idle,cryptojacking
907,5.161,910,4720,idle,cryptojacking
1010,5.169,949,5120,idle,cryptojacking
944,5.165,947,5120,charging,cryptojacking
968,5.153,1033,4940,charging,cryptojacking
1040,5.157,972,4720,charging,cryptojacking
959,5.165,953,4880,charging,cryptojacking
865,5.165,935,4780,charging,cryptojacking
881,5.161,1001,5180,charging,cryptojacking
857,5.161,1026,5300,charging,cryptojacking
1002,5.169,834,4840,idle,cryptojacking
923,5.165,899,4620,charging,cryptojacking
899,5.169,878,4420,charging,cryptojacking
1004,5.161,987,5540,charging,cryptojacking
977,5.165,970,5020,idle,cryptojacking
965,5.165,1051,5220,charging,cryptojacking
931,5.165,974,5180,charging,cryptojacking
1015,5.165,1031,4720,charging,cryptojacking
983,5.165,1024,5280,charging,cryptojacking
956,5.161,992,5020,charging,cryptojacking
924,5.165,919,4920,charging,cryptojacking
940,5.165,951,4940,idle,cryptojacking
962,5.165,962,4720,charging,cryptojacking
837,5.165,952,4820,idle,cryptojacking
858,5.169,867,4760,idle,cryptojacking
989,5.161,981,5280,charging,cryptojacking
940,5.169,958,4940,charging,cryptojacking
968,5.161,1074,5180,charging,cryptojacking
966,5.161,1022,5580,charging,cryptojacking
1019,5.161,1005,5900,idle,cryptojacking
1015,5.157,984,5140,charging,cryptojacking
950,5.165,951,4980,charging,cryptojacking
997,5.165,949,4720,charging,cryptojacking
878,5.169,877,5020,idle,cryptojacking
970,5.161,1005,4720,charging,cryptojacking
854,5.169,997,4820,idle,cryptojacking
946,5.161,961,4920,charging,cryptojacking
793,5.173,810,4480,idle,cryptojacking
885,5.169,931,4480,charging,cryptojacking
997,5.169,997,4980,charging,cryptojacking
945,5.169,916,4840,charging,cryptojacking
973,5.165,1062,4820,idle,cryptojacking
903,5.165,957,4880,charging,cryptojacking
926,5.165,907,4680,charging,cryptojacking
961,5.157,1008,5240,idle,cryptojacking
843,5.165,890,4220,idle,cryptojacking
948,5.165,895,4580,charging,cryptojacking
958,5.165,1002,5340,charging,cryptojacking
915,5.169,890,4980,idle,cryptojacking
879,5.161,889,4880,charging,cryptojacking
1011,5.161,1016,5240,charging,cryptojacking
881,5.165,976,5300,idle,cryptojacking
1004,5.161,1089,5020,idle,cryptojacking
997,5.165,916,4660,charging,cryptojacking
945,5.165,966,4980,charging,cryptojacking
932,5.169,1016,4780,charging,cryptojacking
937,5.169,870,4660,idle,cryptojacking
915,5.161,982,5280,charging,cryptojacking
1043,5.161,999,5280,charging,cryptojacking
927,5.165,940,4840,charging,cryptojacking
991,5.161,985,5020,charging,cryptojacking
961,5.169,946,4760,charging,cryptojacking
906,5.169,939,4940,idle,cryptojacking
912,5.165,941,4680,charging,cryptojacking
984,5.157,1026,5600,idle,cryptojacking
992,5.161,1042,5080,charging,cryptojacking
960,5.161,1005,4780,charging,cryptojacking
965,5.157,1068,4840,charging,cryptojacking
885,5.165,879,4520,charging,cryptojacking
927,5.165,955,4420,charging,cryptojacking
970,5.161,961,5300,charging,cryptojacking
863,5.165,952,4760,charging,cryptojacking
982,5.165,986,5080,idle,cryptojacking
922,5.165,935,4780,charging,cryptojacking
865,5.173,925,4480,idle,cryptojacking
978,5.161,937,4980,charging,cryptojacking
950,5.165,880,4660,charging,cryptojacking
902,5.169,911,4560,charging,cryptojacking
986,5.165,989,4780,charging,cryptojacking
995,5.165,1016,4980,charging,cryptojacking
831,5.173,841,4480,idle,cryptojacking
944,5.165,920,4480,idle,cryptojacking
967,5.165,956,4760,charging,cryptojacking
455,5.201,445,2300,idle,none
550,5.197,636,3480,charging,none
726,5.185,642,3480,idle,none
475,5.201,446,2320,idle,none
913,5.189,562,2780,charging,none
432,5.205,425,2260,idle,none
596,5.189,587,3040,charging,none
724,5.193,539,2580,charging,none
456,5.201,438,2300,idle,none
579,5.193,677,2780,charging,none
449,5.201,440,2300,idle,none
431,5.201,436,2260,idle,none
506,5.197,515,2620,idle,none
540,5.193,528,2660,charging,none
654,5.193,525,2580,charging,none
536,5.197,633,2920,charging,none
853,5.197,536,2780,charging,none
448,5.201,447,2360,idle,none
589,5.193,622,3020,idle,none
636,5.185,565,2780,charging,none
879,5.193,537,2940,charging,none
506,5.197,504,2620,idle,none
665,5.189,936,2780,charging,none
428,5.201,443,2420,idle,none
433,5.201,421,2400,idle,none
544,5.197,540,2580,idle,none
713,5.193,520,2620,charging,none
603,5.197,517,2660,charging,none
564,5.197,600,3120,idle,none
578,5.189,778,2780,charging,none
441,5.201,461,2260,idle,none
555,5.189,653,3400,charging,none
498,5.197,535,2620,idle,none
540,5.197,521,2920,charging,none
519,5.197,504,2660,idle,none
446,5.201,447,2320,idle,none
434,5.205,434,2300,idle,none
498,5.201,492,2560,charging,none
631,5.189,845,2940,charging,none
910,5.193,500,2580,charging,none
433,5.201,465,2200,idle,none
600,5.189,710,3680,charging,none
674,5.189,537,2660,charging,none
639,5.185,539,2820,charging,none
638,5.197,521,2720,charging,none
455,5.205,447,2260,idle,none
435,5.201,432,2260,idle,none
512,5.197,511,2660,idle,none
898,5.197,503,2620,charging,none
487,5.201,449,2320,idle,none
438,5.201,435,2260,idle,none
534,5.193,506,2920,charging,none
548,5.189,621,2980,idle,none
512,5.197,559,3040,idle,none
540,5.197,591,3300,charging,none
456,5.201,440,2260,idle,none
515,5.197,506,2660,idle,none
435,5.205,452,2300,idle,none
528,5.201,546,3680,charging,none
556,5.193,695,4840,charging,none
473,5.201,439,2300,idle,none
693,5.197,569,2580,charging,none
636,5.189,638,2780,charging,none
522,5.197,512,2660,idle,none
598,5.193,514,2620,idle,none
506,5.197,509,2780,idle,none
451,5.205,424,2400,idle,none
435,5.201,437,2500,idle,none
435,5.201,434,2400,idle,none
434,5.205,461,2260,idle,none
651,5.193,497,2920,charging,none
462,5.201,433,2260,idle,none
428,5.205,433,2260,idle,none
703,5.189,543,2820,charging,none
439,5.201,460,2920,idle,none
512,5.197,535,2660,idle,none
421,5.201,433,2360,idle,none
587,5.197,494,2780,charging,none
512,5.197,514,2680,idle,none
435,5.201,440,2400,idle,none
508,5.193,574,3380,charging,none
626,5.185,619,2820,charging,none
509,5.197,511,2660,idle,none
461,5.201,426,2260,idle,none
539,5.197,659,3380,charging,none
435,5.205,433,2260,idle,none
538,5.197,501,3080,charging,none
447,5.201,450,2320,idle,none
540,5.197,540,2760,charging,none
536,5.197,583,3240,charging,none
431,5.201,438,2420,idle,none
609,5.193,509,3280,charging,none
451,5.201,438,2320,idle,none
542,5.201,571,2940,charging,none
578,5.193,551,3300,idle,none
434,5.201,433,2260,idle,none
723,5.185,556,2880,charging,none
677,5.185,725,4300,charging,none
433,5.197,433,2260,idle,none
649,5.173,727,4120,charging,none
430,5.201,436,2260,idle,none
436,5.201,433,2220,idle,none
508,5.201,501,2620,idle,none
437,5.201,435,2260,idle,none
538,5.197,592,3300,charging,none
621,5.177,545,2820,charging,none
433,5.201,460,2400,idle,none
434,5.201,462,2260,idle,none
668,5.189,540,2820,charging,none
641,5.189,893,2820,charging,none
831,5.197,509,2620,charging,none
506,5.197,500,2580,charging,none
671,5.177,764,4220,charging,none
460,5.197,432,2220,idle,none
548,5.193,572,3740,charging,none
663,5.197,541,2820,charging,none
434,5.205,435,2260,idle,none
433,5.201,432,2260,idle,none
539,5.197,508,2620,idle,none
441,5.205,436,2360,idle,none
444,5.201,440,2260,idle,none
726,5.185,567,2620,charging,none
579,5.185,593,3500,charging,none
546,5.201,505,2620,charging,none
596,5.193,588,3080,idle,none
880,5.197,584,2560,charging,none
567,5.189,648,3340,charging,none
662,5.193,701,3960,charging,none
602,5.189,538,2820,charging,none
436,5.201,463,2260,idle,none
432,5.201,460,2260,idle,none
544,5.193,541,2980,charging,none
541,5.197,582,3080,charging,none
544,5.197,631,2780,charging,none
437,5.201,436,2260,idle,none
446,5.205,434,2260,idle,none
749,5.185,722,3940,charging,none
508,5.197,589,3080,idle,none
436,5.205,442,2400,idle,none
506,5.197,505,2620,idle,none
594,5.197,522,2860,charging,none
667,5.189,540,2580,charging,none
583,5.193,500,2580,charging,none
438,5.201,434,2300,idle,none
433,5.201,436,2220,idle,none
446,5.201,469,2300,idle,none
657,5.177,785,3960,charging,none
718,5.173,606,3300,charging,none
433,5.201,434,2200,idle,none
430,5.205,434,2300,idle,none
536,5.193,525,3300,charging,none
435,5.201,464,2300,idle,none
626,5.185,741,3640,charging,none
535,5.197,624,3020,charging,none
805,5.173,639,3540,charging,none
574,5.189,650,3540,charging,none
515,5.189,668,3680,charging,none
437,5.201,429,2260,idle,none
659,5.193,522,2720,charging,none
759,5.181,648,3440,charging,none
538,5.197,507,2620,idle,none
492,5.201,514,2260,idle,none
463,5.205,441,2300,idle,none
442,5.205,461,2260,idle,none
539,5.193,590,3040,charging,none
433,5.201,430,2260,idle,none
435,5.205,435,2260,idle,none
433,5.201,437,2400,idle,none
637,5.189,750,2780,charging,none
511,5.193,544,2820,idle,none
433,5.201,448,2320,idle,none
606,5.193,450,2320,idle,none
653,5.189,769,3340,charging,none
715,5.197,540,2820,charging,none
597,5.185,556,2680,charging,none
432,5.201,430,2300,idle,none
458,5.205,440,2260,idle,none
542,5.197,526,3760,charging,none
514,5.201,437,2260,idle,none
455,5.201,431,2220,idle,none
505,5.201,508,2660,idle,none
505,5.201,465,2420,idle,none
448,5.205,436,2260,idle,none
527,5.197,630,3480,charging,none
436,5.205,433,2260,idle,none
580,5.197,512,2660,idle,none
748,5.197,527,2660,charging,none
913,5.193,536,2820,charging,none
432,5.205,435,2220,idle,none
656,5.185,791,3840,charging,none
649,5.185,926,4780,charging,none
647,5.185,540,3080,charging,none
509,5.201,521,2660,idle,none
432,5.201,431,2260,idle,none
534,5.197,585,3040,charging,none
436,5.205,431,2460,idle,none
511,5.193,503,2620,idle,none
437,5.201,436,2300,idle,none
581,5.193,582,3240,charging,none
434,5.201,433,2260,idle,none
710,5.181,790,3940,charging,none
513,5.197,543,2680,idle,none
510,5.201,439,2300,idle,none
620,5.189,649,3380,idle,none
574,5.197,634,3240,charging,none
505,5.197,508,2620,idle,none
626,5.177,540,2780,charging,none
421,5.201,433,2200,idle,none
443,5.201,438,2420,idle,none
434,5.205,435,2260,idle,none
529,5.201,645,3180,charging,none
494,5.193,599,2780,charging,none
506,5.193,534,3760,charging,none
812,5.185,527,2880,charging,none
537,5.197,511,3220,charging,none
435,5.205,435,2260,idle,none
537,5.189,599,3120,charging,none
740,5.193,536,3120,charging,none
578,5.189,577,2980,idle,none
596,5.193,900,3220,charging,none
494,5.197,506,2620,idle,none
639,5.185,740,3640,charging,none
629,5.193,615,3440,charging,none
638,5.189,540,2820,charging,none
536,5.189,738,3140,charging,none
512,5.193,539,3380,charging,none
495,5.197,494,2580,idle,none
509,5.197,505,2660,idle,none
447,5.205,438,2500,idle,none
649,5.181,535,2780,charging,none
702,5.193,534,2660,charging,none
540,5.197,687,3080,charging,none
656,5.193,619,3340,charging,none
644,5.185,658,3940,charging,none
448,5.205,439,2520,idle,none
531,5.197,505,2620,idle,none
506,5.197,509,2660,idle,none
434,5.201,433,2260,idle,none
654,5.193,537,2620,charging,none
525,5.197,509,2780,idle,none
559,5.189,606,3380,charging,none
435,5.201,436,2260,idle,none
592,5.189,747,3860,charging,none
448,5.205,432,2260,idle,none
437,5.197,436,2320,idle,none
506,5.197,506,2660,idle,none
549,5.193,569,3300,charging,none
433,5.205,434,2260,idle,none
436,5.201,447,2360,idle,none
659,5.189,638,3580,charging,none
513,5.197,511,2660,idle,none
516,5.193,710,3300,charging,none
525,5.197,555,3480,charging,none
506,5.197,512,2660,idle,none
432,5.201,445,2260,idle,none
566,5.197,557,3480,charging,none
461,5.201,433,2260,idle,none
433,5.201,438,2560,idle,none
747,5.197,540,2920,charging,none
513,5.197,585,3480,charging,none
514,5.197,514,2780,idle,none
713,5.193,535,2620,charging,none
508,5.197,504,2660,idle,none
560,5.193,658,3120,idle,none
606,5.193,715,2780,charging,none
530,5.197,493,2620,idle,none
510,5.197,512,2660,idle,none
697,5.177,809,4200,charging,none
430,5.201,430,2260,idle,none
436,5.201,434,2260,idle,none
434,5.205,450,2360,idle,none
612,5.189,603,3480,charging,none
521,5.197,584,3040,charging,none
510,5.189,613,3400,charging,none
481,5.201,562,2260,idle,none
440,5.201,438,2300,idle,none
631,5.189,582,2820,charging,none
510,5.197,516,2780,idle,none
579,5.185,663,2780,charging,none
536,5.197,588,3380,charging,none
427,5.201,439,2300,idle,none
436,5.201,436,2260,idle,none
441,5.201,440,2420,idle,none
650,5.185,660,3380,idle,none
773,5.197,510,2620,charging,none
438,5.201,423,2200,idle,none
436,5.201,436,2660,idle,none
538,5.197,539,3120,charging,none
527,5.189,555,2860,charging,none
433,5.201,430,2220,idle,none
509,5.197,509,2660,idle,none
436,5.205,435,2260,idle,none
508,5.201,525,2580,idle,none
563,5.197,530,2860,idle,none
433,5.205,431,2300,idle,none
434,5.201,426,2300,idle,none
499,5.189,651,2980,charging,none
502,5.197,499,2580,idle,none
589,5.189,577,3380,charging,none
435,5.201,439,2300,idle,none
440,5.205,445,2260,idle,none
596,5.189,590,2980,idle,none
494,5.189,688,3800,charging,none
536,5.193,742,3180,charging,none
685,5.177,537,3120,charging,none
492,5.197,500,2680,charging,none
621,5.197,556,3280,charging,none
622,5.185,540,2680,charging,none
538,5.193,593,3280,charging,none
509,5.197,506,2720,idle,none
543,5.197,538,2620,charging,none
626,5.189,571,2860,charging,none
575,5.189,593,2760,charging,none
541,5.197,683,2980,charging,none
512,5.193,534,2760,charging,none
611,5.189,665,3480,idle,none
821,5.177,774,3400,charging,none
542,5.201,594,3140,charging,none
750,5.177,640,3440,charging,none
514,5.197,501,2660,idle,none
505,5.197,515,2300,idle,none
460,5.205,435,2260,idle,none
438,5.201,431,2300,idle,none
540,5.197,514,2680,idle,none
587,5.197,626,3240,charging,none
432,5.201,435,2260,idle,none
542,5.193,678,3280,charging,none
658,5.189,543,2780,charging,none
508,5.197,509,2780,idle,none
926,5.177,786,3220,charging,none
544,5.193,500,2620,charging,none
439,5.205,442,2300,idle,none
535,5.193,656,3080,charging,none
564,5.197,649,3020,charging,none
493,5.193,586,3040,charging,none
509,5.201,510,2680,idle,none
656,5.185,825,3900,charging,none
566,5.189,805,4160,charging,none
622,5.189,910,3020,charging,none
434,5.201,459,2260,idle,none
435,5.201,434,2260,idle,none
506,5.197,510,2620,idle,none
432,5.201,440,2260,idle,none
429,5.201,434,2400,idle,none
453,5.201,439,2300,idle,none
699,5.185,673,3480,charging,none
430,5.205,453,2260,idle,none
764,5.197,570,2860,charging,none
512,5.197,515,2620,idle,none
510,5.197,510,2620,idle,none
441,5.201,476,2320,idle,none
637,5.185,787,4040,charging,none
509,5.197,508,2680,idle,none
434,5.201,436,2260,idle,none
511,5.201,436,2400,idle,none
507,5.197,506,2580,idle,none
434,5.201,435,2260,idle,none
500,5.197,508,2620,idle,none
434,5.201,455,2260,idle,none
434,5.201,459,2200,idle,none
538,5.197,498,2880,charging,none
870,5.193,505,2620,charging,none
425,5.205,433,2200,idle,none
502,5.197,503,2620,idle,none
588,5.189,546,3040,charging,none
565,5.193,646,3960,charging,none
543,5.197,572,3240,charging,none
577,5.189,581,4520,charging,none
498,5.197,510,2660,idle,none
540,5.197,641,3040,charging,none
434,5.205,458,2260,idle,none
636,5.193,744,2820,charging,none
442,5.201,463,2400,idle,none
589,5.193,654,3500,charging,none
435,5.201,461,2320,idle,none
439,5.205,434,2360,idle,none
505,5.197,506,2620,idle,none
433,5.205,441,2300,idle,none
620,5.185,790,4100,charging,none
833,5.185,621,3380,charging,none
509,5.197,509,2760,idle,none
537,5.197,527,3300,charging,none
434,5.201,433,2260,idle,none
435,5.205,435,2220,idle,none
466,5.201,451,2400,idle,none
471,5.205,445,2320,idle,none
626,5.197,505,2620,charging,none
446,5.201,434,2260,idle,none
602,5.189,682,2780,charging,none
434,5.205,435,2160,idle,none
433,5.201,463,2260,idle,none
734,5.185,649,3340,charging,none
508,5.193,503,2660,idle,none
543,5.197,586,3120,charging,none
874,5.181,750,3600,charging,none
546,5.189,684,3700,charging,none
565,5.185,539,2760,charging,none
737,5.181,713,3480,charging,none
440,5.201,446,2400,idle,none
503,5.193,683,3540,charging,none
440,5.201,429,2220,idle,none
509,5.197,509,2780,idle,none
812,5.189,579,2980,charging,none
478,5.201,463,2200,idle,none
721,5.181,903,4260,charging,none
525,5.197,618,2980,charging,none
536,5.197,495,2760,charging,none
435,5.205,435,2260,idle,none
470,5.201,545,2880,idle,none
436,5.201,439,2300,idle,none
592,5.193,644,3020,idle,none
537,5.197,667,3240,charging,none
565,5.197,572,3180,charging,none
643,5.193,724,2780,charging,none
454,5.205,437,2260,idle,none
540,5.197,652,3380,charging,none
500,5.185,640,3580,charging,none
543,5.197,684,2940,charging,none
613,5.193,579,2780,charging,none
617,5.189,540,2820,charging,none
517,5.197,544,2660,idle,none
540,5.193,571,3340,charging,none
439,5.201,500,2580,idle,none
538,5.193,561,2620,charging,none
426,5.201,459,2260,idle,none
425,5.201,440,2220,idle,none
436,5.201,435,2260,idle,none
641,5.185,537,2820,charging,none
807,5.181,703,5020,charging,none
513,5.197,508,2680,idle,none
466,5.201,433,2260,idle,none
436,5.205,435,2260,idle,none
437,5.201,433,2260,idle,none
479,5.201,435,2260,idle,none
539,5.197,495,2880,charging,none
505,5.197,505,2660,idle,none
435,5.205,434,2400,idle,none
539,5.197,538,3340,charging,none
606,5.197,650,3840,charging,none
546,5.193,587,3640,idle,none
513,5.197,544,3040,charging,none
787,5.185,719,3740,charging,none
667,5.197,535,2880,charging,none
639,5.189,799,2780,charging,none
662,5.189,680,3380,charging,none
697,5.181,884,4720,charging,none
439,5.201,434,2260,idle,none
450,5.201,432,2260,idle,none
437,5.205,432,2260,idle,none
535,5.201,600,3020,charging,none
439,5.201,471,2300,idle,none
622,5.189,857,3300,charging,none
